"",PLAYER_ID,PLAYER_NAME,PTS,AST,REB,BLK,STL,PF,TOV,PTS_diff,AST_diff,REB_diff,BLK_diff,STL_diff,PF_diff,TOV_diff,overall_avg_diff
213,1627734,Domantas Sabonis,19.17647,6.644385,12.76738,0.47326204,0.90909094,3.28877,3.1096256,5.4273596,2.8060021,3.4305356,0.6182498,0.7785777,1.2087009,1.3285513,2.2282825
214,201939,Stephen Curry,27.398907,5.759563,4.9153004,0.34153005,1.0710382,1.7814207,3.057377,7.87245,2.2164688,1.9425325,0.44626364,0.9127772,1.0571113,1.307007,2.2506585
215,1630169,Tyrese Haliburton,17.543543,8.84985,3.6576576,0.5975976,1.4714714,1.3213214,2.1351352,6.604241,3.9435287,1.7063434,0.61966914,1.0681235,0.9364691,1.1773155,2.2936702
216,1630162,Anthony Edwards,24.461359,4.147541,5.285714,0.6346604,1.325527,2.0,2.8641686,7.9753265,1.6990455,2.1676934,0.67211086,0.9792196,1.1282717,1.4732366,2.299272
217,1642843,Cooper Flagg,20.387754,4.122449,6.5510206,0.79591835,1.1836735,2.142857,2.2040815,7.4662147,2.015501,2.4588854,0.73902124,0.92078865,1.103249,1.399443,2.3004434
218,1629029,Luka Dončić,30.562674,8.615599,8.5626745,0.5097493,1.3314763,2.3398328,4.0362115,6.8726873,2.6630251,2.4915264,0.59175366,0.9160028,1.1512831,1.452839,2.3055882
219,1628983,Shai Gilgeous-Alexander,29.569445,6.038889,4.9694443,0.87777776,1.5444444,2.3694444,2.5083334,7.809016,2.0794685,1.9678129,0.81273174,0.99302715,1.2092152,1.2805966,2.3074095
220,1630595,Cade Cunningham,22.662745,7.772549,5.435294,0.6431373,1.1137255,2.8666666,3.792157,6.7887583,2.7367394,2.1349924,0.66399187,0.8504945,1.3820069,1.891126,2.3497298
221,203507,Giannis Antetokounmpo,29.847645,6.041551,11.443213,1.0914128,1.0193906,2.8254848,3.401662,6.912502,2.4098136,3.0282662,0.8676319,0.76654786,1.186312,1.5288794,2.3857076
222,1630163,LaMelo Ball,20.746376,7.3985505,5.7789855,0.3115942,1.4130435,3.057971,3.2789855,6.841729,2.9392738,2.4937313,0.42231458,0.98952067,1.5563738,1.6488214,2.4131093
223,203076,Anthony Davis,24.04301,3.1648746,11.30466,2.09319,1.1648746,2.2222223,2.1182795,7.4113727,1.6321493,3.3851728,1.2779542,0.89913267,1.1550981,1.1981448,2.4227178
224,203954,Joel Embiid,30.389091,4.1054544,10.283636,1.4509091,0.99636364,2.6727273,3.3018181,7.9267597,1.7620399,2.916796,0.99116087,0.7817651,1.1487502,1.4718299,2.4284432
225,203999,Nikola Jokić,26.903465,9.168317,12.289604,0.7450495,1.4331683,2.5148516,3.371287,7.5938797,2.7660875,3.238618,0.72761923,0.9182858,1.1241306,1.5815192,2.5643058
226,1628985,Devon Hall,12.0,4.0,1.0,0.0,3.0,2.0,1.0,9.64105,3.3526173,0.05047083,0.059558034,2.8031807,1.4393854,0.6295409,2.567972
227,1641705,Victor Wembanyama,22.949045,3.4968152,10.821656,3.4076433,1.1273885,2.3312101,3.267516,6.9977326,1.6028228,3.7706957,2.374662,0.9130174,1.2673695,1.6337603,2.6514373
228,1629017,Khyri Thomas,16.4,5.0,3.6,1.2,1.8,1.6,1.2,10.830304,3.2580667,1.0864899,1.2144899,1.7687318,0.39457196,0.48264852,2.719329
229,1629091,Elijah Bryant,16.0,3.0,6.0,1.0,0.0,4.0,4.0,13.741886,2.544016,4.9504824,0.91387546,0.20887977,3.3216105,3.627798,4.186936
